date,open,high,low,close,adjClose,volume
2019-01-02,150.99000549316406,155.75,150.8800048828125,154.8800048828125,147.7244110107422,58576700
2019-01-03,152.60000610351562,153.25999450683594,149.49000549316406,149.82000732421875,142.898193359375,74820200
2019-01-04,152.33999633789062,157,151.74000549316406,156.22999572753906,149.0120086669922,74709300
2019-01-07,156.6199951171875,158.86000061035156,156.11000061035156,158.08999633789062,150.78610229492188,52059300
2019-01-08,159.5399932861328,160.11000061035156,157.1999969482422,159.52000427246094,152.15003967285156,49388700
2019-01-09,160.13999938964844,161.52000427246094,159.47000122070312,160.82000732421875,153.38998413085938,46491700
2019-01-10,159.60000610351562,161.3699951171875,158.6999969482422,161.27999877929688,153.82870483398438,38943400
2019-01-11,160.3300018310547,160.86000061035156,159.7899932861328,160.69000244140625,153.26596069335938,30176600
2019-01-14,159.3300018310547,159.9600067138672,158.58999633789062,159.27000427246094,151.91159057617188,30710200
2019-01-15,160,162.60000610351562,159.91000366210938,162.3800048828125,154.87789916992188,40874200
2019-01-16,162.64999389648438,163.77999877929688,162.2899932861328,162.35000610351562,154.84930419921875,33812200
2019-01-17,161.8300018310547,164.36000061035156,161.57000732421875,163.6300048828125,156.0701446533203,39329000
2019-01-18,164.77999877929688,166.02000427246094,163.82000732421875,165.25,157.6153106689453,57183200
2019-01-22,164.05999755859375,164.13999938964844,160.75999450683594,161.94000244140625,154.45823669433594,56711700
2019-01-23,162.77000427246094,163.50999450683594,160.32000732421875,162.14999389648438,154.65853881835938,38106100
2019-01-24,162.67999267578125,163.44000244140625,162.05999755859375,163.1999969482422,155.6600341796875,32417800
2019-01-25,164.50999450683594,165.64999389648438,163.9499969482422,165.14999389648438,157.51991271972656,36515900
2019-01-28,163.02000427246094,163.1199951171875,161.75,163.11000061035156,155.57418823242188,33491200
2019-01-29,163.1999969482422,163.24000549316406,160.99000549316406,161.57000732421875,154.10531616210938,30784200
2019-01-30,163.39999389648438,166.27999877929688,162.88999938964844,165.67999267578125,158.02542114257812,41346500
2019-01-31,166.6999969482422,168.99000549316406,166.47000122070312,168.16000366210938,160.390869140625,37258400
2019-02-01,167.3300018310547,168.60000610351562,166.99000549316406,167.4499969482422,159.7136993408203,32143700
2019-02-04,167.47999572753906,169.52999877929688,167.3300018310547,169.52999877929688,161.69752502441406,26718800
2019-02-05,169.75999450683594,171.22999572753906,169.69000244140625,171.02999877929688,163.12826538085938,28156400
2019-02-06,171.07000732421875,171.3699951171875,169.75,170.52000427246094,162.64187622070312,27970000
2019-02-07,169.02999877929688,169.4499969482422,166.9499969482422,168.22999572753906,160.45762634277344,42036200
2019-02-08,166.75999450683594,168.58999633789062,166.57000732421875,168.55999755859375,160.77239990234375,29020700
2019-02-11,169.1699981689453,169.5800018310547,167.97999572753906,168.39999389648438,160.6197509765625,21434100
2019-02-12,169.6300048828125,171.13999938964844,169.3300018310547,170.88999938964844,162.99473571777344,29722100
2019-02-13,171.64999389648438,172.16000366210938,170.82000732421875,171.00999450683594,163.10919189453125,26094100
2019-02-14,170.39999389648438,171.8300018310547,169.8300018310547,171.22000122070312,163.30950927734375,30326800
2019-02-15,172.52000427246094,172.55999755859375,171.13999938964844,171.94000244140625,163.99624633789062,32521700
2019-02-19,171.41000366210938,172.8000030517578,171.3800048828125,172.27999877929688,164.3205108642578,19487700
2019-02-20,172.39999389648438,173.0800018310547,171.32000732421875,172.25,164.2919158935547,32593000
2019-02-21,171.7899932861328,172.25999450683594,170.7100067138672,171.6199951171875,163.69097900390625,25207400
2019-02-22,171.99000549316406,173.00999450683594,171.89999389648438,172.88999938964844,164.90232849121094,27735400
2019-02-25,174.2100067138672,174.66000366210938,173.39999389648438,173.52000427246094,165.50323486328125,32608800
2019-02-26,173.10000610351562,174.25,172.80999755859375,173.6999969482422,165.67489624023438,21939700
2019-02-27,172.89999389648438,173.8000030517578,171.75999450683594,173.58999633789062,165.57000732421875,25162000
2019-02-28,173.0500030517578,173.80999755859375,172.6999969482422,173.19000244140625,165.1885223388672,25085500
2019-03-01,174.44000244140625,174.64999389648438,173.17999267578125,174.38999938964844,166.33299255371094,31431200
2019-03-04,175.5399932861328,175.7899932861328,172.47000122070312,174.4199981689453,166.3616485595703,38063500
2019-03-05,174.5500030517578,175.08999633789062,173.69000244140625,174.5500030517578,166.48562622070312,22319900
2019-03-06,174.72000122070312,174.75,173.27999877929688,173.55999755859375,165.5413818359375,27194600
2019-03-07,173.1199951171875,173.17999267578125,170.7899932861328,171.42999267578125,163.50975036621094,39407400
2019-03-08,169.50999450683594,171.25999450683594,169.33999633789062,171.1699981689453,163.26182556152344,39303200
2019-03-11,171.8800048828125,174.85000610351562,171.85000610351562,174.72999572753906,166.65731811523438,30518400
2019-03-12,175.19000244140625,176.13999938964844,174.77000427246094,175.69000244140625,167.5730438232422,33953500
2019-03-13,176.60000610351562,177.92999267578125,176.35000610351562,177.00999450683594,168.8319549560547,42426100
2019-03-14,177.1300048828125,177.33999633789062,176.66000366210938,176.7100067138672,168.5458526611328,23751500
2019-03-15,177.39999389648438,178.8800048828125,177.27999877929688,178.35000610351562,170.11009216308594,38192000
2019-03-18,177.9499969482422,178.99000549316406,177.58999633789062,178.4499969482422,170.5152130126953,32935100
2019-03-19,179.17999267578125,180,178.2899932861328,179.0500030517578,171.0885772705078,36893300
2019-03-20,179.05999755859375,180.86000061035156,178.24000549316406,179.75999450683594,171.7669219970703,50105000
2019-03-21,179.22000122070312,182.8300018310547,179.1999969482422,182.57000732421875,174.4520263671875,42428500
2019-03-22,181.77999877929688,182.27000427246094,178.3699951171875,178.55999755859375,170.62033081054688,70794500
2019-03-25,177.91000366210938,178.83999633789062,176.92999267578125,178.22000122070312,170.2954559326172,46336500
